text	label
bogus - special feature - rent , n't buy . : ( sorry ... blu-ray , amazon instant video ) would given 4 star movie/blu-ray , wa disappointed special feature - even note . main reason like dvd blu-rays much ... special feature may contain commentary , interview , behind scene show fx done - explosion . 'm sure release another version near future special feature movie buff enjoy spend cash $ hell come new release blu-ray day & age zero special feature ? ? ? buy - rent red box .	0
dont buyyyyyyyyyy ! ! ! : dont give money filmakers later road release better version movie .. want extra feature version disc ! ! wait deluxe version !	0
even rental worthy : ok heard wa better last transformer ( n't see one ) , thought must ok. got one worst movie 've ever seen . horrible acting , sure shia labeouf actor ... think matthew mcconaughey ben affleck , without charisma . cartoon , explosion superficial story telling might palatable .... otherwise 'd better watching grass grow .	0
love 3d hate price . : crack think movie worth 42 dollar 3d . another scam like cell company internet provider charging data like limited amount isnt self imposed . technology overwhelming rd cost 4 time dvd twice blu ray.dont get wrong love 3d wa one best 3d movie seen honestly 42 dollar taking advantage consumer market ha else go . disk wa 30 buck id hesitantly thats problem blu ray charge way much theatre experience . sad cause movie captain america one would bought refuse let think good going price gimmick .	0
kid wit wickie yell like woman movie like wa pm ruin movie . : movie wa bad kid ruined yellign angry whole time . wa last 2 movie nothing boring ending wa ok .	0
suck : got one word movie blow one worst movie seen long time first part movie put wife sleep . body read even take time money movie	0
kind pathetic dvd : guess done research bought . enjoy transformer franchise even though feel like 2nd 3rd movie never live quality 1st enjoyed one enough decide buy bluray/dvd hoping blu ray format additional special feature would keep entertained . well put movie treated ; movie , different audio language , nothing commentary , behind scene , deleted scene , etc ....... want nothing movie buy itunes something , 'd recommend getting special edition version learned already bought one	0
great movie : purchased dvd gift . arrived well within alloted time wa well packaged . another good buy amazon , place shop ! ep	1
great movie ca n't wait blu ray : seen movie 2 time theater . optimus prime turn bad one say `` kill '' . wrecker great well sideswipe mirage . strongly recommend .	1
feel got scammed paramount : let start film . would say transformer film rival first one quality . really good . would give solid four five . wa first film seen imax 3-d returning state stationed overseas . wa completely blown away 3-d effect sound . however , feel duped paramount opened blu-ray combo pack wa 5 10 dollar coupon transformer : dark moon 3-d , blu-ray/dvd+ digital copy ! know studio trying squeeze every dollar u , come ! probably 3-d version ready wanted milk u . would recommend buying version waiting newer one scheduled release soon.so summarize : film- 4shady blu-ray release business practices- 1 ( negative could )	0
transformer : wa okay movie . must enjoy bay transformer universe order enjoy film . oh yeah , big explosion .	1
transformer : item waas described shipped time . wa gift wa asked . item wa good condition .	1
transformer : movie simply action movie . ha explosion , car , drama action movie much else . , much need entertaining movie ? level graphic , blu-ray especially nice .	1
awesome movie : seen first two definately find one best ! first seen 3d movie knew good wa . far go get movie . youngest son transformer freak , 've seen 1,000 time since bought ! awesome film !	1
uggh , waste potential ! : really liked first one , second one wa okay . dark moon wa difficult sit . endless dialogue minimal action sequence , found looking time far often . dropped meghan fox , despite controversial reputation , definitely added cast . special effect still amazing , wa n't enough action . boring ! ! ! going continue franchise better turn notch .	0
wa like awesome : definitely wonderful buy beat big box store price . movie wa awesome ca n't say enough whole experiece .	1
plenty action humor : consistent production quality like first two movie series .. like series movie , plenty humor additional character ( first-rate actor ) thruout movie	1
action : great action movie , intense , demographic wa awesome . definitely movie watch , prime time without buying ! !	1
good movie : like transformer movie . one fun . would recommend fan first two movie .	1
avoid cost ! ! ! : like special feature buy version . thing avatar . release get full price absolutely zero special feature . much trailer . putting deluxe version toward end year including 3d combo pack , blu ray combo pack & dvd . packed & kick buy second time . many people n't care feature consider forewarned . like 're giving cut price `` movie '' release .	0
dont double dip ! ! wait better version : version rushed end month . michael bay ha stated bigger better 3d bluray version released later , alot extra edition . version release standard blu well , look like end year , time holiday .	0
love ... best : love transformer movie think best one . really well done . complaint absence megan fox girlfriend . mean dump guy saved world twice ? ? ?	1
michael bay barred making movie . : film wa far , mediocre , melodramatic , hackneyed , banal piece work bay ha ever put screen.if mentality ten-year-old , yes , 'll find film entertaining , adult , best skip thing .	0
digital copy expired : digital copy expired 2 month ago unable put ipad . would bought knew digital copy wasnt included	0
great ! ! : far tablet ha really fun along helpfull . origanly got wife could access etc . take away time spend together . fun way house . often found isolated . smart thing ha allowed u along le restricted confined back wich display . never even manipulated befor . always thought limited could perform average task . however proven wrong . surfing ! ! ! !	1
suck michael bay : booby , explosion , maybe fight/transformation scene would awesome theater version basss/surround sound . waste time . unless 're drunk . ok .	0
even amazon prime ca n't save optimus prime time : ugh ! steaming pile predictability movie wa . least n't pay see wa able read software tech manual `` watching '' . plot thinner paper wa written acting , well typical michael bay mean see believable production local high school . wa easily hour long special effect used hundred . think saddest part wa hearing lenard nimoy optimus sentimental , mean sentinel . gratuitous sci-fi pandering lowest .	0
careful searching `` 3-d movie '' : used search window using `` 3-d movie '' criterion movie popped along dozen 3-d movie , received , realized read description close enough see movie wa 3-d. amazon-please n't place 2-d movie selection 3-d one ! pay $ 2.98 return item n't offered search 3-d movie selection . ouch . love amazon , 'll careful future . bad .	0
unwatchable : first transformer movie awful dialog , bad acting , substituted explosion plot . still actually managed sit way . got 45 minute one could n't go . awful .	0
great movie : doe like transformer movie ? great special effect everytime . worth buying watching several time . doe get ld watching .	1
horrible : n't often turn movie walk away ha ended movie wa deserving behavior . damn michael bay killing childhood memory transformer . believed sincere apologizing previous embarrassment netted lot money wanted believe movie would better . , wa n't . pride ? better yet , soul . wait , see circling drain ready disappear forever . never watch movie hope others . . sick . bastard .	0
dreadful : marginally better second series , action sequence border coherent , minute already pointlessly foolish , doe n't much redeem next hour . big robot , smash smash smash . whatever .	0
awful movie . : standard michael bay garbage . totally removed original idea , especially concerning optimus prime character . ideal character originally stood completely ignored favor kill shot 'murican tough guy crap .	0
waste time : continuity wa , story line wa unknown . unrealistic , non continuous , special effect show even wa good .	0
enough already : two movie wa plenty . hot girl wa ridiculously hot unbelievable good way .	0
unremarkable , bad previous installment : n't even remember plot , resolution , much else . however , also n't remember painfully bad previous installment wa . go way watch , worse movie .	0
waaay much cg ! : got dizzy watching machine transform . watched movie see chicago , live . needle say , like movie .	0
one worst movie ever . : acting horrible . story nonexistent . movie surely worth time.the special effect one redeeming factor , ca n't redeem movie . good thing compared transformer 2 le screaming one .	0
bleh : take special effect make movie . first film wa good , 2nd one mostly decent , wa unadulterated , predictable , garbage , full bad acting eye candy . heroine tale could n't find coherent sentence conjunctive map . stuck megan fox . least real attitude .	0
unwatchably boring : ~40 minute , bored quit . seriously , unintertained extent closed browser . honestly , though 've stopped watching movie lack interest , never bad . also , first forty minute start comprehensible plot .	0
cant get narrator ! ! ! ! ! ! ! ! ! help ! ! ! new dvd : cant get narrator background .. tried 3 different dvd player .. anyone know ? email gibbysev.org .	0
transformer : received yet disappointed wa told would get official release date still waiting	0
waste special effect . . . : complete waste electricity . michael bay ha hungry year , therein lie problem . let see happens inevitable sequel .	0
avoid want extra feature . : first , really enjoyed movie . like two film , wa lot fun watch disengage simply enjoy action.the bad news care anything extra feature , release . blu-ray like completely unacceptable truly money grab . wait next release suppose come later year . 'll pay attention release note . n't bought anything like quite time .	0
pathetic : please find something else two half hours.there many thing wrong movie list , say wa one redeeming quality movie wa actor john malkovich.as said going go thing made movie horrible , say two hour wa hoping would end every time enough , john thing wa back watching movie.i thought number two wa bad one wa even worse let hope never make another one.timahh	0
kiddie fodder ... : crap , crap , crap . bad acting , big explosion , video game cgi good movie doe make . like 2 hour hasbro toy commercial . film made star war episode 1 jar jar binks seem like academy award worthy film . 'm superhero/godzilla/monster geek ... awful ... terrible . least first one wa semi-watchable -- megan fox ? would redeeming quality junk-fest ... mean alien robot change car truck ? ? ? movie based toy god sake ! bad toy made even worse film . avoid like plague .	0
best movie 3 ! ! ! : wa far best 3 movie . human interaction better robot battle infinitely better . beginning movie end non-stop action . one movie saw 2 time theater . regular screen imax 3d . wa money well spent . would tell anyone thinking buying , definitely buy !	1
movie horrible ... : bad acting cheap love story make one worst transformer movie date . wish transformer movie would focus actual transformer movie instead bad love story . remember transformer animated movie wa transformer n't try focus much human problem . fight megatron wa epic unicron wa amazing villain . rivalry skyscream megatron made interesting plot decepticon side . exploration fight distant planet wa fun exciting . suggestion make movie great instead bad mediocre fire bad actor movie strictly transformer background . simply remake animated movie actual motion picture .	0
3d bluray release , sale . : double dip express continues continues continues ...... thankfully amazon review keep buyer losing , much like lotr blurays.still long consumer buy initial skimmed release studio make profit farce carry .	0
epic fail : disappointing . plot sam wa really lame , woman got fiance wa worst actress ive ever seen . pretty sure model doesnt know first thing acting . movie wa ok action movie buy expecting something par first two movie sadly disappointed .	0
film gave brain damage : first , boring . 30 minute mark forgot movie wa watching . two separate point film ( forget point , fact seemed lose perspective time ) literally went cross eyed . right eye still lingering lazy wobble moment . really remember wa rooting leonard nimoy destroy planet retarded human inhabit it.things learned t3 - michael bay film making talent could effectively adapted new kind non-surgical lobotomy procedure mental patient . think dodged bullet permanent catatonia due fact spent half movie day dreaming exciting thing life ... like porn , rearranging sock drawer .	0
movie definition bad : many review praise movie visual prowess . personally think like praising brain dead super model . yeah , look good action sequence crazy . however , ha semblence plot . movie whole incoherent , disjointed , generally stupid . nothing flow , everything acting diologue terrible . n't know director wa smoking inflicted peice shit world , half brain find insufferable . n't waste time .	0
cool movie : never watched movie happened start watching company found great animation . would recommend anyone .	1
scifi movie : plenty action almost life others franchise . however , missed overlooked one btter robot war themed movie .	1
avoid .. falsely advertised : disappointed purchase . bought based product detail amazon listed special feature extra - major reason choice . movie bluray dvd . please correct item detail amazon .	0
terrible . horrible . awful movie . : much long , excruciatingly boring shia labeouf doe scream 2 hour . made horrible mistake actually buying movie .	0
dear mr. bay , please stop ruining transformer franchise : love see transformer movie never get time back spent watching movie . good actor crap movie make good movie . fantastic special effect make good movie . well written story character care make good movie .	0
start bang fade : enjoyed first transformer immensely . wa quirky , fun exciting . 'd heard dark side moon recaptured magic . first mostly . , like many big budget action movie devolved noise , machine smashing one another one frame another , another , another ... 2.5 hour length reach point stop caring . could edit third content would better movie .	0
redefinition lame : low expectation still n't met . satisfaction n't pay see amazon instant video 'll never get time back . seriously , movie ha redefined lame ; bad acting , bad editing , bad script . n't two little fuzzbots , would total loss . `` star '' film must bad round luck vega desparately needed money . n't waste 2.5 hour life , especially much le crappy stuff watch !	0
least special effect fun : special effect ( fact chicago ) thing movie liked . story wa dumb acting sucked ! ! recommend someone ha absolutely nothing else doe n't mind sacrificing couple hour .	0
fabuloso : mil gracias por el producto fabuloso recomiendo este vendedor todo llego en perfecta condiciones excelentesaludos espero seguir contando con ustedes	1
waste time : movie make wonder going , purpose . movie , wa confused start obviously purpose . ha actual plot excuse graphic . 1st movie plot , last 2 none . waste time .	0
bad : preview movie best thing ! female lead obviously surgically altered lip distracting idea people slamming building sliding broken glass uninjured wa laughable . transformer awesome long watch scene enough enough . bad , disappointing save money !	0
... movie ... suck : least transformer movie megan fox eye candy . rosie-my-plastic-surgeon-went-berserk-with-the-silicone-and-that's-why-i-have-ginormous-lips-that-don't-move-huntington-whiteley ugly . eye hurt watching movie . rented movie morbid curiosity . , need said .	0
lousy : movie became boring stopped watching hour half . liked first one much better .	0
geh : blah blah , sexy girl , blah blah , fighting robot , blah blah , cliche action line , blah blah , talking robot , blah blah blah .	0
boring : le plot first movie . fell asleep twice watching , despite explosion .... seems like writer may running idea	0
weak : enjoyed 1st transformer movie wa . found 2nd unwatchable . one better second one saying .	0
try see long watch realize movie disaster ... : took 15 minute . transformer movie keep getting expensive equally ridiculous . first one wa charming really funny , especially first half . humor reminded armageddon . actually liked shia labeouf back . one try way hard every aspect fails almost . understand movie taken seriously ( mean one step power ranger ) , movie could 've presented much better.the reason 'm giving one star special effect action sequence exciting time .	0
awful : movie wa terrible . plot , action wa written 10 yr old shia beyond annoying actress name 'm going bother look ca n't act wa n't much look either .	0
boring stupid : dark side moon make first transformer movie look like citizen kane . got halfway movie stop watching . plot wa utterly nonsensical . sympathy character -- sooner megatron kill shia leboeuf better -- opinion . action scene convoluted , could n't even tell wa supposed happening nine time ten . please please please , michael bay , n't make another transformer movie .	0
100 % satsified : item arrived perfect condition . transaction wa easy , convenient , service wa efficient . 've used seller occasion never problem . completely satisfied would highly recommend others . case , chose seller good experience past , despite slightly higher price -- still great bargain !	1
transformer : dark moon : disappointing film . first two film managed include story special effect . one n't really bother . mind numbing , bad way .	0
best far : great popcorn flick . big difference dvd & bluray . digital copy ha great since ipad	1
transformer : love good 2. shia great always love soundtrack also . good graphic wa really paying attention story ya got ta love dictator obama spliced movie good leader n't made george w. bush look like idiot . hollywood suck .	1
meet eye : 20 dollar 2 1/2 hour never get back . wa disappointed movie actually embarrassed bought last friday came . kid excited 2 hour even enough . scene building crashing 9 year old asked optimus prime go lunch break ? show made short work bad guy . action scene amazing first became boring tedious real fast . shia lebeouf awful , stupid joke always seemed come inappropriate time . john turturro character may stupid , intelligent character movie ever . character development , real emotion transformer many scene never even fought back . rent skip first 45 minute , n't buy worth .	0
disappointing ! : got blu ray found dts sound unlike description say amazon . wait better version !	0
wish could give zero star : far worst transformer movie . every scene shia blowup girlfriend slap face modern woman . watching thirty minute , realized wasted enough time stopped film . paid , would thrown temper tantrum got full refund .	0
time waster : one worst movie 've ever seen . poor shia ha high paid model make acting look better .	0
3d : company advertised 3d movie . received wa blu-ray . told would ship back prove . wa upset horribel work .	0
painful 2 half hour : wa n't expecting great movie , figured would fun enough way zone . wow wa ever worse thought could ! full `` clever '' one-liner , bad character ( human robot ... really ? old british autobot named `` q '' design fancy gadget weapon ? ) , action wa time fun , part incredibly drawn ultimately boring . basically wa 2.5 hour ( feel like 4 ) unpleasantly spent time .	0
provincial : much say dumb movie , ha one thing going : pretty color flickering fast . great movie want give brain rest . best viewed mute .	0
transformer : well , n't think series would get worse , did.this movie bad , would n't buy dvd , blu ray , bootleg.this bad get action movie . keep first transformer movie forget others followed .	0
fell asleep . : know sound hard believe , movie loud `` spectacular , '' wa bored giant gizmo shooting , fell asleep .	0
bunch cgi crap ..... : girl replaces megan fox wear white entire movie , borderline stupidity . movie garbage , 'm gon na waste time telling every bad detail , almost seems several thing done piss megan fox completely ignoring story line .	0
hmmmmm . : really enjoyed first two live-action transformer movie one ... ! wa definitely disappointed casting sam new love interest . wa lot action seemed `` action sake action . '' felt picture `` worked hard good . '' time could n't tell wa autobot wa decepticon . scene extremely crude others tried patience . megatron , ironhide , sentinel prime . one-armed optimus unscaved bumblebee . agent simmons wa well ... wa . better luck next time , bay .	0
ugh ! : nicest thing say movie really bad . talent burn cast burned script instead . script terrible make `` never young die '' look oscar-worthy . rosie huntington like blonded megan fox without charm gravitas ( ms. fox n't exactly awash either tell wooden replacement ) . movie actually painful watch teh first 2/3 least action scene final third cool enough make total loss .	0
bad movie ? 're soaking : someone need stop michael bay . seriously . pile festering rot latest neverending assault one popular well-loved series 80 . honestly n't think could hated movie bay personally kicked crotch peeing face watched . man arguably worse director uwe boll , noticeable difference bay film budget speak . avoid like plague .	0
movie doesnt deserve star ... : total mind rape movie . wa far greatest let 2011. found movie disrespectful true transformer fan see regurgitation middle finger micheal bay u . true transformer fan stay away .	0
disappointed : bought husband birthday , wa disappointed got . said online wa 2-disc got one disc . wa n't original packaging , payed much would store .	0
ouch : word- horrible . huge fan first two . watched cartoon kid , really could n't wait see movie . wa horrible . rambling , incoherent , unfocused . missed megan fox every minute pouty , big-lipped female wa talking , fell asleep 20 minute .	0
amazon video streaming doe work : tried amazon video streaming first time transformer via tv , sadly work . watched many movie netflix surprised work especially paying $ 3.99 . look like need go back dvd rental new release blockbuster kiosk .	0
review movie : seriously , people ? really make laugh read people going horrible movie wa . understand fan transformer 80 might upset , 'm liked movie . n't supposed over-analyze movie like ! watch good graphic , attractive people , entertained ! franchise n't something supposed make think . mean really . anyway , wanted put 2 cent . think wa far better 2nd one , wa lacking . graphic good entertaining , especially time kill want turn brain entertained .	1
dark moon dvd : great value money . purchased dvd son love transformer . received dvd estimated date wa due released australia.we interested movie ( extra etc big deal son ) wa good buy.quality movie wa good .	1
god machine : received message u. s. government hiding knowledge beyond earth atmosphere . government hide information mass people . intrigued wa sentinel prime character said optimus prime character used god called machine . relate statement . descendant people performing high science one point time beast burden . try talk typical african person science see get . best 'll say , doe help pay bill ? worse 'll look like 2 head .	1
best video ever ! : movie best movie anyone ever see entire freaking life ! best movie ever ! rock !	1
dose n't play well : dvd doe play well . wish would purchased elsewhere . price much le equal quality .	0
amazing : went premiere holy crud movie legit . ton laugh , emotion course best action special affect 'll ever see . definitely go see loved first 2 even liked . 'll one whole way	1
really boring flat 3d : 've tried watching movie twice fallen asleep half way time . opening plot really boring 3d flat uninteresting . good 3d need thing flying screen ... doe n't . friend tell ending pretty good 've never stayed conscious long enough see it.my advise - get new resident evil 3d instead - like stuff flying around ha -- - pow ! cheue	0
simply stupid : waist time , money , brain cell . waist time pointless drivel . make hope never make another attempt transformer movie .	0
yes , cigar : buy thing ? well , saw preview wa great . make mistake , good movie like machine beating human without human make jelly.the opening wa best world . kept way ... . desintegrated piece . fxs fabulous , ca n't make whole movie that.sorry fan . wa disappointed , 'm kid anymore , probably reason .	0
super ... cynical ! : paramount ha soared new height `` vulture-ness , '' patiently sitting branch last sap buy blu-ray conveniently swooping said sap 3-d release . ( ca n't remember thor hit theater 3-d movie , think , paramount using release strategy . ) please resist strategy fellow would-be sap . movie solid 3 ( couple weak plot line ) ... release strategy get rated weak 1 ! !	0
poorly made dvd : 'm glad rented one first , image quality wa horrible . popped disc pc take look , discovered movie wa 2.8gb . wa paramount thinking ? dvd hold 8+ gb . space used , higher bitrate . low bitrate result poor image quality . , get dvd nearly empty , highly compressed mess movie . thanks nothing , hollywood .	0
pre-order screw : review doe reflect anything movie . pre-ordered item sept 22,2011 thinking wa going get soon wa released . guess ? oct 3rd 'm still waiting . update review soon get movie . update : finally arrived 4:30pm oct , 3rd .	0
saw movie 3-d : really n't think would buy blu ray dvd movie , saw imac theater 3-d , wa increadable . way see movie . without 3-d effect , great .	0
following peter jackson foot print ? : piss , burn ! knew came theater 3d . find case coupon 3d version coming `` soon ! '' bite paramount . 'm taking back money . keep coupon . suppose combo buy next ? peter jackson must share marketing people .	0
good purchase ! : love purchase would recommend one purchase item fun excitement !	1
`` ok '' good first two . : bought wa part series really enjoy shai lebouf actor . really liked disturbia indiana jones kingdom crystal skull ( although plot movie wa pretty lame . another review . ) disappointed explained absence true love , mikeala , broke . model girlfriend seemed bit reach . lacked toughness spurred character sam ( shai ) great thing . movie scale 1-10 4 story line 7 action . still bought kinda disappointed .	1
awesome movie : great addition dvd collection . would highly recommend dvd anyone like tv series .	1
transformer : really great movie packed lot action keep edge n't get bored tired watch always something happening	1
`` dark moon '' -what blast ! : first , let say huge michael bay fan.from `` bad boy '' `` island '' , ha created exciting action sequence since last decade , `` transformer 3 '' different.i must admit like first film-nor cared much abysmal sequel wa `` revenge fallen '' , bay finally got everything right installment.and last 40 minute definitely worth multiple viewing . ( toppling building sequence impressed tremendously ) , cast stay point weak links.some credit ha given rosie huntington-whiteley sam witwicky ( shia labeouf ) girlfriend , actually alot tolerable megan fox.long story short , wish gone go see one , prof michael bay still fully capable keeping attention wall action spectacles.keep good work .	1
transformer : please product time receive merchandise .. definitely buy amazon future . pleased purchase .	1
expectacular movie : movie expectacular , amazingly directed visuals well crafted , visuals realistic , well budgeted film 2011. absolutely collector item .	1
bad , best : huge fan transformer movie , say best series . much megan fox fan , kept . also thought ending wa bit abrupt . really way would ended series . ( knowledge , wa last )	1
optimal purchase : great film 3d optimal image ferso recommend anyone like film still hd . . . .	1
great movie : great movie lot action intrege . third movie series wa afraid wa gon na flop wa great movie .	1
amazzzziiiing quality ! ! : reason hd tv exist , watch movie like higher quality sound theater . great , buy fan , buy love movie , buy love hd , buy tv couple hour enjoy good action movie .	1
graphic good , . : professional movie critic , love movie . wa poorly written movie gave two star . focus movie wa clearly make money utilizing graphic taking advantage strong fan base . watching , understand megan fox turned opportunity . would give example movie wa horrible , let say wa forgettable .	0
solid popcorn flick : ignore hater . still giant robot space fighting . enough said . par first movie better second one .	1
love transformer series : great movie series , fun watch hope continues sequel . one wa good first one .	1
dark moon : love movie ! special effect crazy storyline wa interesting also . highly recommend movie .	1
3d rock : video incredible 3d . wa gift relative absolutely love . viewed 3d tv 3d bluray player , wa like going movie big screen .	1
great movie : thanks great price movie . wa really good . course love 1st one best .	1
good movie ... stink ! ! ! : well critic got one right ; michael bay wa good director got big lost perspective . dirty old man syndrome ? yes , joke . wa looking forward intelligent sci-fi got crap . reference obama unreal world wa stupid ( came get away real world politics ) . treatment woman movie wa degrading ( glad actress bowed ... tear } . wa shame good actor came back film deal totally self-involved director . animation wa excellent story wa trash . soo sorry spent money film .	0
nice show wait 3d version : wait black friday 3d version released , gon na like lotr bluray again.first version theatrical version ( normal length ) second version extended cut	0
avatar - 3d special feets ! ! ! ! ! ! ! booooo ! : booooo ! n't buy special feature available year end , another clever studio scheme capitolizing consumer ! yes , probably factored per 1 million copy sold - 10 - 60 % double dip generating flow revenue impatient believe 90 % american impatient , know rabbit tail ! n't take blue red pill one ! ! ! rabbit hole running deep , people pocket succorred buying bare-boned optimus ... hope truly help , seriously ..	0
joke , watched crap ! coming diehard tf fan ! : ca n't believe hasbro alowed micheal bay butcher franchise big screen ! okay first one wa okay , second one wa pure imature garbage , dark moon wa meh .... say though g1 nod , enough , cry loud horrible job soundwave , shockwave , make bumblebee crazy warrior , goodness sake g1 series wa recon transformer , fighter , would always get butt kicked ! starscream getting killed sam , really bay ? course human flat stupid , crude , cartoonie , add stupidity trilogy ! megatron crap , make look like sad lost puppy rotf , dotm , alpha trion ( excuse sentinel prime ) wa never ark ! alpha trion wa never prime ! rename trilogy , bayformers !	0
time human slave meet master ! ! ! : master michael bay computer ! ! ! one blame ! ! ! movie like 2.5 hour car crash . think ca n't get worse - does.it would deserve 2 star n't human actor . michael bay actually controlled computer , made put human movie make u suffer even ! ! ! say . transformer iv coming soon theater near . preorder ticket ! ! !	0
held interest minute time : really nice animation segment held interest minute time , mostly disjointed tiresome . talented cast improves quality film , lot .	0
watch first 10 minute rest drying paint : 2 big complaints:1. great start archive video moon race , including reference nasa , sputnik , soviet moon probe . story follow.2 . dumb girl , `` eek ! '' really beautiful , never physically confronts huge machine . hey , guy unmatched . shown start resourceful & smart . give something ! power wa gossiping bad bot play mind games.one small complaint : little boy would love see transformer build mega bot , like power ranger , use junk around add arsenal .	0
simply awful : painful watch . hopefully , last transformer feature , future funding going towards far worthwhile project .	0
2 star movie best & dog : recorded movie freebie got dishnetwork wow let , acting ha really takening nose drive one . way many actor many flat goofy love interest ha way much collagen lip make look like ha hockey puck came across blond bimbo . dialog , talking wa fast hard follow way much mumbling confusion going . make glad shell cash see dog . hasbro ashamed name link . lastly hang money find online store le price movie ticket .	0
great movie : unfortunately return movie . wa also christmas gift . already one .. kid one would kept ..	1
: special effect expect transformer series , story line also unfortunately expect . disjumbled event getting thrown together . part movie flow well , others plain ridiculous . past time writer & director series either move grow quit turning every scene kind teenage behavioral prank . 've done bumbling parent , stuttering idiot witwicky kid , jive talking robot , goofball super secret ex-agent death already . grown adult fighting planet survival actually act like ?	0
n't buy movie : glad watched someone else movie spent money lousy thing . always buy list . rose name worth seeing movie . would better without together . n't hold candle megan fox . like first two movie one total waste . boring word go thing kennedy early space program . would better cartoon . come another one , spending money . one wa boring middle fell asleep.i would waste money , borrow someone else movie save money good movie.oh might give 2.5/10 since 5 scale get 1 would given 2 movie 4/5 .	0
laughable - kid : usual series , writing wa joke . effect spectacular , winced several time cheesy dialogue woeful exposition . animated move 80 much better story . 'd heard installment wa much better first two , wa dissapointed . also thought might le woman walking around looking like expensive call girl megan fox exit , wa even gratuitous butt boob exposure others . known better waste 4 dollar 2 half hour . n't let kid watch !	0
good movie . child . : recommended child even teenagers.poor story.nothing new interesting.i wa expecting something better.dissapointed .	0
movie time : movie get day hit store dont drive get .	1
special feature : first , movie ha incredible special effect , script acting horrible . however , real problem package disc doe special feature !	0
horrible . : weakest link transformer trilogy ; first two decent film , one end bad ? barely made theatrical viewing , couldnt imagine buying watching .	0
horrible film : horrible film avoided , exept maybe 10-14yr old boy . film actually worse second installation transformer trilogy . 'm fan first transformer film & also 1980 cartoon along sci-fi film general , even & easy-going taste film , two sequel absolute piece rubbish.the blu ray quality fine though , crisp visuals strong truehd track , unlike first film release blu ray .	0
far long formulaic : oh please ... movie doe n't tell story much show special effect replay platitude . 've left well-enough alnoe instead making far-too-long sequel .	0
terrible movie good special effect : plot wa terrible . acting wa terrible . effect good one . want see pure action without story , enjoy . otherwise ... wa complete waste time .	0
science fiction pushed limit ! : writing spoiler-alert review people already seen movie : time michael bay pushed science fiction beyond limit credibility , lost me.i see alien robot flying place destroying everything path , girl guy ha job , cheating alpha-male billionaire bos ? -absolutely way ! ! ! , michael bay credit : acting special effect incredible . specially scene riding sam old deplorable car acting like big deal . scene look real .	0
digital copy doe n't work : bought digital copy expiration date elapsed . nothing amazon site indicates expiration date . package ha warning outside inside . amazon offered full refund . stand company opinion .	0
ok dvd/blu-ray digital copy work . code expired ! : specifically got version movie husband could movie iphone . code expired september still selling people dvd+blu-ray+digital copy . get digital copy expired code . wanted file itunes like , buy ! ! !	0
worst trilogy ! : wa suppose great movie fell short expectation . huge fan transformer since came early 80 . sad think could end big screen . hope redeem 4th installment . bring hot rod ultra magnus original series . one hope n't end poor film . wa disappointed ! hard say . wa really bad .	0
perfect : whole transaction went smoothly . arrived within reasonable amount time however time watch movie yet !	1
want megan fox back ! ! ! ! ! ! ! : liked enjoyed effect everything entertaining movie . quality ( blue ray ps3 ) pretty bad ass.story line mediocre depth . acting wa sad times.and importantly missed megan fox , someting wa n't right new big upper lip girl . maybe megan would better movie ? guess never know .	0
terrible movie .. : need get new director new script writer .. keep getting worse worse .. get rid witwicky .. wa funny 1st time , everything drawn .. never saw theater bought blu ray .. 'm regretting .. n't understand n't use original voice megatron .. wo n't watch another one .. add dinobots , make devastater like cartoons,5 robot merged giant one , cross cement mixer garbage compactor .. cmon , shame .. could great someone actually cared .	0
great movie : really liked movie really hope last transformer movie.i giving 5 star movie price.i think much one dvd blue ray copy.this price go least $ 15.00yeah new movie price nope.transformers always cool , least three movie come good , would wish stop making movie cartoon , leave cartoon alone.5 star movie pricealso movie , new actor , new leading lady wa good , parent small part good movie showed grown man.the scene movie cool , shot chicago cool city , alos make think cover ups really happen moon , went space.so already two movie get third movie try find lower price	1
region bluray ? : hi everyone , wa looking spec bluray doe n't say multiregion disc ? european site say ... multiregion .	1
worth 3 month wait : 3d pop gimmick missing depth average great . movie & audio great everybody wa anticipating one best 3d blurays case . many movie like resident evil final destination 4 & 5 many others awesome 3d effect . already bought 2d version regret .	0
garbage : transformer movie ( 1985 ) wa awesome . transformer look like pile garbage throw together . cgi animation make everything look like synthetic barf . transformer movie need reboot , character actually look like supposed . without world worst director michael bay . disgusting . n't let kid watch atrocity .	0
already watched trasformer 1 , n't spend time watch , even free . : watch trasformer 1 , n't spend time watch , even free . consider movie episode 2 2 1. nothing new .	0
transformer : item wa suppose contain digital copy ha blu-ray dvd disk . digital disk wa included , package advertising wa suppose included . happened ?	1
others , dull . : recent transformer movie , dull bland , completely emotionless . story lack excitement , occasionally good special effect made sit .	0
playable since 1 hour 30 minute : dvd playable since 1 hour 30 minute , picture becomes stopping going keep way .	0
format error : dts surround sound disc : fyi : november 28th 2012 , product detail `` transformer : dark moon ( two-disc blu-ray/dvd combo + digital copy ) ( 2011 ) '' contains wrong format - blu-ray disc doe dts surround sound . see zoom back cover photo . 've already submitted `` update product info '' request , keep movie bought great black friday promotion , wanted let others know case influence purchase .	1
digital copy expired : annoying buy movie mostly digital copy ha expired month before.this major disappointment ! !	0
new product , bonus : special feature , either disc , movie . expected blu ray/dvd combo pack .	0
